train_loss,train_acc,val_loss,val_acc
4.125438429213859,0.12958073714225368,3.160000742450962,0.1243312101910828
3.001420224035108,0.13633963459710635,2.8541368498065607,0.13477707006369427
2.782616103017652,0.14341535537015523,2.7333837655501636,0.13401273885350318
2.6944606980761967,0.1420424543246383,2.6186134534153513,0.14089171974522294
2.5752234233392253,0.14721723518850988,2.5675296822214513,0.12993630573248408
2.341397295127044,0.10603020382300138,2.3072946333303683,0.09910828025477707
2.5147564282288424,0.11352835568697855,2.9424003740636313,0.13044585987261145
2.7127003637520044,0.1338050480515366,2.5467816000062276,0.12356687898089172
2.4746766090393066,0.13707888900623086,2.4149036092486806,0.13987261146496816
2.424118435060656,0.13908543668814025,2.392230873670035,0.1375796178343949
