train_loss,train_acc,val_loss,val_acc
0.8746446854359394,0.7185552856690253,0.325930397495688,0.8965605095541401
0.3637110729878013,0.8856267821311649,0.24852992096732227,0.9253503184713375
0.3111428233820039,0.9032632801774211,0.24833058708724073,0.9202547770700636
0.2890835523202613,0.9122399408596473,0.20329761473858082,0.9411464968152866
0.26185404972450155,0.9214278170873377,0.1928950682548878,0.9398726114649681
0.24097677088669828,0.9215334248600697,0.18657425991273713,0.9398726114649681
0.23983774646311193,0.9238567958601753,0.17937121717090107,0.9434394904458598
0.2311875797002702,0.9281867145421903,0.1606465942999258,0.9500636942675159
0.2209542448053489,0.9302988699968318,0.1741671406850467,0.9452229299363057
0.21362242797339284,0.9316717710423487,0.17828029609200913,0.94828025477707
