train_loss,train_acc,val_loss,val_acc
1.1918953504111316,0.6048157144365826,0.5315131620708399,0.830828025477707
0.7053750612445779,0.7728376808533108,0.4603130509193118,0.8603821656050955
0.6379251782153104,0.8008237406273102,0.4304894542040462,0.8626751592356688
0.5706765103984524,0.8149751821734079,0.3703973294033814,0.879235668789809
0.525868460133269,0.8332453268560566,0.42566625555519283,0.8494267515923567
0.514650466877061,0.8386313232653924,0.3546218345070928,0.8914649681528662
0.4886817199152869,0.8451790051747808,0.3711790586667343,0.8677707006369427
0.481949923408998,0.8446509663111205,0.3486417783864365,0.8782165605095541
0.46630575024598353,0.849825747174992,0.37162494001611823,0.8751592356687898
0.4550589411645322,0.8483472383567431,0.34584617083587876,0.8973248407643312
